bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
what-441d2d31,beth53@spencer.com,us-east-1b,True,,False,2024-03-23T22:51:59.016307
seven-560aa16f,randyaustin@yahoo.com,us-east-1a,False,,True,2025-02-23T22:51:59.016634
hospital-02a1c35e,alyssa38@sanchez.org,us-east-1b,True,"{""rules"": [{""id"": ""expire-239-days"", ""action"": ""Delete"", ""days_after_creation"": 239}]}",True,2024-03-26T22:51:59.017174
woman-0e932cfd,jameswhitney@yahoo.com,us-east-1b,False,,True,2024-09-19T22:51:59.017551
southern-4690a5ec,gpeters@gmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-340-days"", ""action"": ""Delete"", ""days_after_creation"": 340}]}",True,2024-06-18T22:51:59.017755
like-9a957d18,shermanjohn@kramer-carroll.net,us-west-2a,False,"{""rules"": [{""id"": ""expire-144-days"", ""action"": ""Delete"", ""days_after_creation"": 144}]}",False,2024-01-10T22:51:59.018242
exactly-4efcdb75,jason76@diaz.info,us-east-1b,False,"{""rules"": [{""id"": ""expire-206-days"", ""action"": ""Delete"", ""days_after_creation"": 206}]}",False,2024-06-28T22:51:59.018533
others-6f65e85f,russellbarbara@pacheco-wilson.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-158-days"", ""action"": ""Delete"", ""days_after_creation"": 158}]}",True,2024-06-18T22:51:59.019035
pressure-115645b9,mooremariah@preston-morrison.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-173-days"", ""action"": ""Delete"", ""days_after_creation"": 173}]}",True,2025-05-15T22:51:59.019547
see-bbed2aa3,suzanneperry@taylor-tyler.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-165-days"", ""action"": ""Delete"", ""days_after_creation"": 165}]}",False,2025-03-30T22:51:59.020209
lose-b30871ef,rmoreno@jordan-jones.net,us-west-2a,False,,False,2024-07-21T22:51:59.020671
idea-6163ad99,blakejuarez@yahoo.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-206-days"", ""action"": ""Delete"", ""days_after_creation"": 206}]}",True,2023-09-10T22:51:59.020939
well-1aaee057,bsteele@allison-campbell.com,us-east-1b,True,,True,2024-12-03T22:51:59.021418
defense-8bc7ed3c,parsonsnicholas@smith-jensen.com,us-east-1b,True,,True,2023-12-20T22:51:59.022113
center-91c70e8f,gabriel03@miller.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-115-days"", ""action"": ""Delete"", ""days_after_creation"": 115}]}",False,2024-05-31T22:51:59.022430
minute-5ab78d70,hdrake@cobb.com,us-east-1a,True,,True,2022-11-20T22:51:59.022982
treat-05c4a46d,jack73@gmail.com,us-east-1a,True,,True,2024-12-01T22:51:59.023154
huge-4a2c56ee,benjaminwood@williams.com,us-east-1a,False,,False,2024-09-17T22:51:59.023511
official-d07a14e0,cordovaangel@reed.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-353-days"", ""action"": ""Delete"", ""days_after_creation"": 353}]}",True,2025-06-28T22:51:59.024113
she-4b6dd0e3,desireeray@roberts.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-340-days"", ""action"": ""Delete"", ""days_after_creation"": 340}]}",False,2025-03-30T22:51:59.024706
himself-d6a9c52f,drogers@hotmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-223-days"", ""action"": ""Delete"", ""days_after_creation"": 223}]}",False,2022-11-16T22:51:59.024888
ago-b3e4758d,april53@hess.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-77-days"", ""action"": ""Delete"", ""days_after_creation"": 77}]}",True,2023-09-04T22:51:59.025497
recent-aaa3c5be,rcompton@yahoo.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-355-days"", ""action"": ""Delete"", ""days_after_creation"": 355}]}",False,2023-04-04T22:51:59.025701
smile-8f1e01a8,leeanthony@yahoo.com,us-east-1a,True,,False,2025-04-12T22:51:59.025952
card-f9c54581,kingkristen@yahoo.com,us-east-1a,True,,True,2025-02-02T22:51:59.026214
region-4cc7497a,wattsandrew@yahoo.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-209-days"", ""action"": ""Delete"", ""days_after_creation"": 209}]}",True,2023-04-07T22:51:59.026474
hold-1a72b464,shannon56@mcpherson-copeland.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-261-days"", ""action"": ""Delete"", ""days_after_creation"": 261}]}",False,2023-01-18T22:51:59.026892
guy-88c603dd,nathan17@suarez.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-83-days"", ""action"": ""Delete"", ""days_after_creation"": 83}]}",True,2023-04-04T22:51:59.027401
help-ef045348,david13@gmail.com,us-east-1a,False,,True,2023-02-11T22:51:59.027578
ground-f46ef45a,perrylandry@yahoo.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-272-days"", ""action"": ""Delete"", ""days_after_creation"": 272}]}",True,2023-04-07T22:51:59.027911
mention-00e75e12,emcintyre@yahoo.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-233-days"", ""action"": ""Delete"", ""days_after_creation"": 233}]}",False,2025-01-01T22:51:59.028118
no-66103064,johnsonthomas@hotmail.com,us-east-1a,True,,True,2024-04-13T22:51:59.028379
on-f3dc9c3a,stephanie18@mendoza.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-261-days"", ""action"": ""Delete"", ""days_after_creation"": 261}]}",False,2023-11-23T22:51:59.028669
our-0058c094,holly59@yahoo.com,us-east-1a,False,,True,2023-10-23T22:51:59.028870
peace-73dbabec,fdavis@mccoy.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-167-days"", ""action"": ""Delete"", ""days_after_creation"": 167}]}",True,2024-06-13T22:51:59.029583
build-080234ad,april87@aguilar.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-333-days"", ""action"": ""Delete"", ""days_after_creation"": 333}]}",False,2024-02-13T22:51:59.029907
describe-902bc2bf,natalie07@yahoo.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-65-days"", ""action"": ""Delete"", ""days_after_creation"": 65}]}",False,2023-04-27T22:51:59.030126
arrive-e5d48b0c,jacksonsharon@hotmail.com,us-east-1b,True,,False,2024-02-22T22:51:59.030446
go-c0ef6f4b,jacksonalex@hotmail.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-129-days"", ""action"": ""Delete"", ""days_after_creation"": 129}]}",False,2025-06-30T22:51:59.030732
race-a91adf80,wdavid@martin-luna.com,us-east-1b,True,,False,2023-09-22T22:51:59.031175
a-bc972318,brianford@rodriguez.org,us-west-2a,True,,False,2024-02-24T22:51:59.031834
quickly-1586eee7,garciasamantha@moreno-evans.info,us-east-1a,True,"{""rules"": [{""id"": ""expire-54-days"", ""action"": ""Delete"", ""days_after_creation"": 54}]}",False,2023-12-14T22:51:59.032390
structure-91f38623,josephflores@ray.com,us-east-1a,False,,False,2025-05-23T22:51:59.033002
ahead-13b11e0c,ksmith@neal.net,us-east-1b,True,"{""rules"": [{""id"": ""expire-169-days"", ""action"": ""Delete"", ""days_after_creation"": 169}]}",False,2024-08-21T22:51:59.033369
shoulder-23f10b70,elizabethdunn@yahoo.com,us-west-2a,True,,True,2025-03-03T22:51:59.033691
young-025978d8,kimberlychandler@wiggins-hawkins.info,us-east-1b,False,,False,2025-03-26T22:51:59.034196
charge-6f20f5be,rodriguezdeanna@sullivan-wilson.com,us-east-1a,True,,True,2022-12-17T22:51:59.034752
apply-c36be2bb,dbarnett@harris.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-242-days"", ""action"": ""Delete"", ""days_after_creation"": 242}]}",True,2023-04-30T22:51:59.035323
material-5200e36a,keith86@yahoo.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-77-days"", ""action"": ""Delete"", ""days_after_creation"": 77}]}",False,2025-03-23T22:51:59.035500
window-9fcc483b,gibsonjack@yahoo.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-214-days"", ""action"": ""Delete"", ""days_after_creation"": 214}]}",False,2022-12-30T22:51:59.035819
military-c37d0520,colinrichards@bridges-chan.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-187-days"", ""action"": ""Delete"", ""days_after_creation"": 187}]}",True,2025-03-25T22:51:59.036404
evening-99c10489,alexachristensen@torres-cordova.net,us-west-2a,False,"{""rules"": [{""id"": ""expire-232-days"", ""action"": ""Delete"", ""days_after_creation"": 232}]}",False,2024-01-23T22:51:59.036994
not-286fe4f3,arodgers@gmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-359-days"", ""action"": ""Delete"", ""days_after_creation"": 359}]}",False,2025-02-02T22:51:59.037428
network-d0400baf,kingnathan@gmail.com,us-east-1a,True,,True,2024-12-25T22:51:59.037757
return-02507966,vwillis@gmail.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-363-days"", ""action"": ""Delete"", ""days_after_creation"": 363}]}",False,2024-02-26T22:51:59.037981
various-4e67deae,anthonyberry@yahoo.com,us-east-1b,False,,False,2025-04-19T22:51:59.038235
hospital-2f2875f4,opowers@yahoo.com,us-east-1b,True,,False,2024-02-01T22:51:59.038415
yet-f75dc039,steven67@yahoo.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-264-days"", ""action"": ""Delete"", ""days_after_creation"": 264}]}",False,2024-08-18T22:51:59.038557
court-f4df07a5,kennethbenitez@gmail.com,us-east-1b,False,,True,2023-02-23T22:51:59.038799
