bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
enjoy-0bc64886,reedjacqueline@hoover-dickson.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-86-days"", ""action"": ""Delete"", ""days_after_creation"": 86}]}",True,2024-09-30T22:52:00.618726
customer-34ac37b2,gloriahernandez@brown.com,us-east-1b,True,,False,2023-07-14T22:52:00.619164
question-3cb15892,lshea@good.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-329-days"", ""action"": ""Delete"", ""days_after_creation"": 329}]}",True,2024-01-23T22:52:00.619521
ability-4ed8bbb6,kathrynwilliamson@ross.org,us-west-2a,False,"{""rules"": [{""id"": ""expire-341-days"", ""action"": ""Delete"", ""days_after_creation"": 341}]}",False,2023-04-21T22:52:00.620156
feel-8cec4cbc,kellysanders@vega-leonard.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-65-days"", ""action"": ""Delete"", ""days_after_creation"": 65}]}",False,2024-03-04T22:52:00.620659
magazine-ff6f5da3,ashley69@hayes.org,us-east-1a,True,"{""rules"": [{""id"": ""expire-299-days"", ""action"": ""Delete"", ""days_after_creation"": 299}]}",True,2023-06-30T22:52:00.620960
as-da7f2f79,johnjames@hotmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-311-days"", ""action"": ""Delete"", ""days_after_creation"": 311}]}",True,2025-04-30T22:52:00.621229
able-90feaca3,jessica02@wilson-anthony.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-177-days"", ""action"": ""Delete"", ""days_after_creation"": 177}]}",True,2023-08-24T22:52:00.621768
shoulder-5d2824db,timothy13@yahoo.com,us-west-2a,True,,False,2024-12-05T22:52:00.621962
how-dfb1e36c,loganhernandez@hotmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-104-days"", ""action"": ""Delete"", ""days_after_creation"": 104}]}",False,2025-07-12T22:52:00.622245
