bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
century-0a933f25,jennifer69@nguyen.net,us-east-1a,True,,True,2023-07-28T22:52:00.396811
at-76e0fe13,joshua94@hotmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-110-days"", ""action"": ""Delete"", ""days_after_creation"": 110}]}",False,2023-06-08T22:52:00.397088
computer-26d44915,clarkheather@mosley-williams.net,us-west-2a,True,"{""rules"": [{""id"": ""expire-236-days"", ""action"": ""Delete"", ""days_after_creation"": 236}]}",False,2022-12-30T22:52:00.397865
enjoy-48b3600b,zking@yahoo.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-316-days"", ""action"": ""Delete"", ""days_after_creation"": 316}]}",False,2025-07-05T22:52:00.398140
push-010ac67f,amanda64@yahoo.com,us-east-1a,True,,True,2025-06-12T22:52:00.398302
dream-3e5a05ab,monica31@gonzalez-carter.biz,us-east-1a,False,,True,2022-11-27T22:52:00.398695
throughout-0338cb2c,nandrews@hotmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-213-days"", ""action"": ""Delete"", ""days_after_creation"": 213}]}",False,2025-02-01T22:52:00.398933
member-49e44fce,kingmonica@parker.org,us-east-1b,True,,True,2024-09-23T22:52:00.399600
player-863b01ab,wchavez@hotmail.com,us-east-1b,True,,True,2025-03-22T22:52:00.399815
prepare-48d71de9,joseph21@yahoo.com,us-west-2a,False,,True,2025-02-02T22:52:00.399998
leader-2a79aa30,wendywashington@chen.com,us-east-1b,True,,False,2025-04-20T22:52:00.400439
black-7f39cb5b,browndanielle@yahoo.com,us-east-1a,False,,True,2024-10-08T22:52:00.400762
kind-6abd173b,dgregory@gilbert-wood.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-54-days"", ""action"": ""Delete"", ""days_after_creation"": 54}]}",False,2025-06-08T22:52:00.401259
guess-5401b127,jacksonkevin@mitchell.com,us-east-1b,True,,False,2024-11-26T22:52:00.402171
