bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
why-249da1ef,wanda92@bray.com,us-east-1b,True,,False,2023-05-03T22:51:59.219454
born-433c9afe,steven79@gmail.com,us-east-1a,True,,True,2023-09-11T22:51:59.219678
space-0779bbb9,taylor69@hotmail.com,us-west-2a,True,,False,2024-08-22T22:51:59.219897
morning-1bdbaf5f,ssmith@yahoo.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-75-days"", ""action"": ""Delete"", ""days_after_creation"": 75}]}",False,2022-11-23T22:51:59.220143
remember-dd979444,fgill@porter.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-86-days"", ""action"": ""Delete"", ""days_after_creation"": 86}]}",True,2025-03-10T22:51:59.220741
region-d879480b,tiffanybecker@kramer-thompson.info,us-east-1a,False,"{""rules"": [{""id"": ""expire-60-days"", ""action"": ""Delete"", ""days_after_creation"": 60}]}",True,2022-12-22T22:51:59.221404
southern-9d63333b,zwoods@hall-pittman.biz,us-east-1b,True,,False,2025-05-12T22:51:59.221889
lot-11aa4e3d,ashley10@gmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-291-days"", ""action"": ""Delete"", ""days_after_creation"": 291}]}",False,2025-06-10T22:51:59.222087
heavy-37f9f1b7,atkinsbrandon@gmail.com,us-east-1a,True,,True,2023-06-28T22:51:59.222386
capital-d0108018,tara08@gmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-135-days"", ""action"": ""Delete"", ""days_after_creation"": 135}]}",True,2023-01-11T22:51:59.222602
conference-e2dea31f,dlam@hotmail.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-85-days"", ""action"": ""Delete"", ""days_after_creation"": 85}]}",False,2024-08-01T22:51:59.222829
something-5e6ca7a5,barry21@yahoo.com,us-east-1a,True,,True,2025-08-06T22:51:59.222995
item-45b308e5,zrivera@arnold.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-351-days"", ""action"": ""Delete"", ""days_after_creation"": 351}]}",False,2024-02-12T22:51:59.223343
market-2b57e866,jessicachavez@cooper.com,us-east-1a,True,,False,2024-11-30T22:51:59.223961
people-83dad1a4,millercindy@hotmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-250-days"", ""action"": ""Delete"", ""days_after_creation"": 250}]}",True,2025-02-05T22:51:59.224271
end-109de9eb,johnathan75@parker.net,us-east-1a,True,,False,2024-06-16T22:51:59.224744
any-c8744593,xmartinez@yahoo.com,us-east-1b,False,,False,2024-10-09T22:51:59.224937
somebody-fae6fa87,brenda76@stewart.com,us-west-2a,False,,False,2024-06-09T22:51:59.225236
test-06300fa2,felicia49@hotmail.com,us-east-1b,False,,False,2022-11-20T22:51:59.225477
at-b3d23fab,kimberlygardner@campos-allen.com,us-west-2a,True,,True,2025-07-21T22:51:59.225968
defense-f689219a,thomasmueller@schmidt.biz,us-west-2a,True,,True,2025-01-23T22:51:59.226365
able-a11944b9,ijohnson@hotmail.com,us-east-1b,True,,False,2023-06-18T22:51:59.226554
