bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
authority-0febed1f,johnmiller@yahoo.com,us-west-2a,True,,False,2024-04-16T22:52:01.062393
report-ef3c3280,smithelizabeth@hodges.com,us-east-1b,False,,False,2025-08-06T22:52:01.063006
possible-02c9ebd2,smacias@hotmail.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-293-days"", ""action"": ""Delete"", ""days_after_creation"": 293}]}",True,2024-10-26T22:52:01.063294
story-ca9ba0e1,madisonmarsh@gmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-217-days"", ""action"": ""Delete"", ""days_after_creation"": 217}]}",True,2024-04-02T22:52:01.063678
health-bf34e0a0,ysmith@miller.com,us-west-2a,True,,False,2025-02-01T22:52:01.064470
reality-fa7ce467,susansmith@hotmail.com,us-east-1b,True,,True,2023-06-21T22:52:01.064943
difficult-afda215d,mdawson@kent-flores.info,us-east-1a,True,,True,2024-07-01T22:52:01.065774
piece-334d6a05,williamsgary@houston-deleon.com,us-east-1a,True,,True,2025-04-23T22:52:01.066610
offer-9c5970bd,ruthcarroll@yahoo.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-127-days"", ""action"": ""Delete"", ""days_after_creation"": 127}]}",False,2025-05-05T22:52:01.067057
figure-a2b4046c,zyang@gmail.com,us-west-2a,True,,True,2023-02-13T22:52:01.067347
mouth-86ce2b29,rochachristine@yahoo.com,us-east-1b,False,,False,2022-11-17T22:52:01.067768
eight-f4e0794f,smithheather@russell.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-69-days"", ""action"": ""Delete"", ""days_after_creation"": 69}]}",True,2023-01-12T22:52:01.068794
paper-01571ee4,jaredmedina@yahoo.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-107-days"", ""action"": ""Delete"", ""days_after_creation"": 107}]}",True,2023-03-14T22:52:01.069242
meet-57f81f64,stephenstone@scott.com,us-east-1a,False,,True,2024-11-24T22:52:01.070263
