bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
high-45a134a5,erobertson@thornton.info,us-east-1a,True,"{""rules"": [{""id"": ""expire-300-days"", ""action"": ""Delete"", ""days_after_creation"": 300}]}",False,2023-02-12T22:52:02.030070
them-236f5beb,mbrown@kelly.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-310-days"", ""action"": ""Delete"", ""days_after_creation"": 310}]}",True,2023-07-26T22:52:02.030787
another-f153bde4,gflowers@yahoo.com,us-east-1b,True,,False,2025-02-13T22:52:02.031079
once-f12de004,lawsonjohn@yahoo.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-254-days"", ""action"": ""Delete"", ""days_after_creation"": 254}]}",False,2024-04-20T22:52:02.031416
our-bc1b4794,kimberlygrimes@gmail.com,us-east-1b,True,,False,2022-12-27T22:52:02.031732
raise-149afa90,rebekah18@yahoo.com,us-west-2a,True,,True,2024-09-04T22:52:02.031903
during-eb4ee498,qhoffman@neal.biz,us-east-1b,False,,True,2023-08-22T22:52:02.032274
walk-a568bd94,rsanchez@hotmail.com,us-east-1a,True,,True,2024-04-23T22:52:02.032486
other-4b5dbd1a,rcollins@rodriguez-harris.com,us-east-1b,False,,False,2023-04-08T22:52:02.032919
effect-ce3a27e9,reidanthony@yahoo.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-352-days"", ""action"": ""Delete"", ""days_after_creation"": 352}]}",True,2025-04-11T22:52:02.033212
above-d4069748,rjackson@christensen-dawson.com,us-east-1a,False,,True,2024-11-13T22:52:02.033799
number-900e9bbc,mjames@gmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-263-days"", ""action"": ""Delete"", ""days_after_creation"": 263}]}",True,2024-06-13T22:52:02.034059
ok-a49073fe,kaisershannon@marshall.net,us-east-1a,True,"{""rules"": [{""id"": ""expire-200-days"", ""action"": ""Delete"", ""days_after_creation"": 200}]}",True,2024-07-04T22:52:02.034573
thank-9b2f45ae,qcopeland@case.com,us-west-2a,True,,True,2024-07-31T22:52:02.035170
middle-74e295b1,kevin28@yahoo.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-102-days"", ""action"": ""Delete"", ""days_after_creation"": 102}]}",False,2023-04-25T22:52:02.035342
same-8e4a7742,chad20@wright-bradshaw.com,us-west-2a,False,,False,2025-07-11T22:52:02.035813
specific-dd5c0bf1,lisataylor@hotmail.com,us-east-1b,False,,True,2023-05-14T22:52:02.036116
form-b0e48b90,jack14@hotmail.com,us-east-1a,True,,False,2023-12-14T22:52:02.036285
card-9e8bf34c,damonmccoy@graves-anderson.biz,us-east-1a,False,"{""rules"": [{""id"": ""expire-209-days"", ""action"": ""Delete"", ""days_after_creation"": 209}]}",False,2023-05-09T22:52:02.036818
prepare-7f42b116,haynesrebecca@gmail.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-49-days"", ""action"": ""Delete"", ""days_after_creation"": 49}]}",False,2023-11-01T22:52:02.037275
his-3873fffd,walkerpaul@yahoo.com,us-east-1b,True,,False,2024-04-06T22:52:02.037675
cup-e7371dea,jessicablack@abbott-hester.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-76-days"", ""action"": ""Delete"", ""days_after_creation"": 76}]}",True,2024-08-12T22:52:02.038176
piece-e670b1a2,kristenhill@hurst.org,us-east-1a,True,,True,2025-02-10T22:52:02.038577
bring-272ae12c,foxisaac@gmail.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-362-days"", ""action"": ""Delete"", ""days_after_creation"": 362}]}",False,2025-03-01T22:52:02.038828
charge-c9263cda,lmurillo@hotmail.com,us-west-2a,False,,True,2024-03-09T22:52:02.038989
foot-56ad388b,vpetersen@oliver.biz,us-west-2a,True,"{""rules"": [{""id"": ""expire-237-days"", ""action"": ""Delete"", ""days_after_creation"": 237}]}",False,2023-09-04T22:52:02.039577
music-47bbd724,robert41@yahoo.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-147-days"", ""action"": ""Delete"", ""days_after_creation"": 147}]}",False,2024-07-10T22:52:02.039829
picture-191ffc8a,ymiller@roy.info,us-east-1b,False,,False,2024-05-16T22:52:02.040633
nothing-b13b61a5,ariasangela@gmail.com,us-west-2a,False,,True,2023-11-03T22:52:02.040975
responsibility-a35ae2d0,patrick13@sullivan.com,us-west-2a,True,,True,2025-06-18T22:52:02.041598
go-a5bfb040,benjaminmckee@gmail.com,us-west-2a,False,,False,2023-05-04T22:52:02.041911
eight-02d9c90d,traci95@hotmail.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-132-days"", ""action"": ""Delete"", ""days_after_creation"": 132}]}",True,2025-05-11T22:52:02.042128
if-16a7fb23,vtrujillo@yahoo.com,us-east-1b,False,,False,2024-02-23T22:52:02.042360
remain-ba209f31,knapperic@gmail.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-70-days"", ""action"": ""Delete"", ""days_after_creation"": 70}]}",False,2023-06-02T22:52:02.042673
imagine-04e821ec,andersonnicole@gmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-153-days"", ""action"": ""Delete"", ""days_after_creation"": 153}]}",True,2025-01-01T22:52:02.042969
organization-a1da22bd,murrayanthony@craig.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-234-days"", ""action"": ""Delete"", ""days_after_creation"": 234}]}",True,2023-01-15T22:52:02.043473
bring-d2ba3d69,ebrown@yahoo.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-314-days"", ""action"": ""Delete"", ""days_after_creation"": 314}]}",True,2025-06-24T22:52:02.043715
star-8a2af1b5,ann71@phillips.com,us-east-1a,False,,False,2025-05-31T22:52:02.044030
provide-4d958318,csmith@harris-rice.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-245-days"", ""action"": ""Delete"", ""days_after_creation"": 245}]}",False,2024-07-31T22:52:02.044548
