bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
thousand-2df9cfa3,kristenwilliams@taylor-barker.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-334-days"", ""action"": ""Delete"", ""days_after_creation"": 334}]}",True,2023-02-28T22:51:59.713060
lot-0a9f15dc,marklawson@english.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-42-days"", ""action"": ""Delete"", ""days_after_creation"": 42}]}",False,2025-05-11T22:51:59.714155
throughout-976c1a35,howellkelly@meyers-stuart.org,us-west-2a,False,,True,2023-08-21T22:51:59.715056
Mr-cc34671c,robertsonsarah@gutierrez-little.com,us-west-2a,True,,False,2024-11-05T22:51:59.715976
explain-806c13e2,douglasjoshua@gmail.com,us-west-2a,True,,True,2023-07-07T22:51:59.716513
light-6126a059,perezmario@davis.com,us-west-2a,True,,False,2024-08-15T22:51:59.717527
hotel-b7ac6a89,nathanwhite@walker-anderson.com,us-east-1a,False,,False,2023-04-13T22:51:59.718523
administration-24bcc805,enorris@yahoo.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-271-days"", ""action"": ""Delete"", ""days_after_creation"": 271}]}",False,2023-04-24T22:51:59.718893
rock-940ac963,zachary35@gmail.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-191-days"", ""action"": ""Delete"", ""days_after_creation"": 191}]}",False,2023-08-09T22:51:59.719144
central-8d89951d,paul28@gmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-265-days"", ""action"": ""Delete"", ""days_after_creation"": 265}]}",True,2023-02-06T22:51:59.719494
firm-92b5c4a9,qperry@hotmail.com,us-west-2a,False,,True,2025-05-05T22:51:59.719726
happy-22c867b3,hoganfelicia@schultz.org,us-west-2a,False,"{""rules"": [{""id"": ""expire-81-days"", ""action"": ""Delete"", ""days_after_creation"": 81}]}",True,2024-08-10T22:51:59.720182
ten-6e2d36d8,qshort@ray.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-160-days"", ""action"": ""Delete"", ""days_after_creation"": 160}]}",True,2022-11-22T22:51:59.720605
soldier-b472f05f,david07@barry.com,us-east-1b,False,,False,2025-05-15T22:51:59.720998
