bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
listen-62f46c2e,cindyjenkins@yahoo.com,us-east-1b,False,,False,2024-05-31T22:52:00.839935
tonight-ce9d276c,brett42@hotmail.com,us-east-1a,False,,False,2023-08-05T22:52:00.840105
from-9c297401,lanelori@hotmail.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-249-days"", ""action"": ""Delete"", ""days_after_creation"": 249}]}",True,2022-12-24T22:52:00.840464
everybody-6b0aa565,tjones@yahoo.com,us-east-1a,True,,True,2024-06-28T22:52:00.840644
figure-f2b98d70,mackdarlene@gmail.com,us-west-2a,False,,True,2023-12-04T22:52:00.840917
red-9e37311a,dorseydebra@lewis-baird.com,us-east-1a,False,,True,2023-08-31T22:52:00.841599
perhaps-fb676175,samanthacampbell@alvarez.org,us-west-2a,False,,False,2024-04-18T22:52:00.842215
home-abfb5fd0,nathaniel39@summers-day.net,us-west-2a,True,"{""rules"": [{""id"": ""expire-330-days"", ""action"": ""Delete"", ""days_after_creation"": 330}]}",True,2023-01-18T22:52:00.842670
summer-47d667cf,simoncarly@yahoo.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-348-days"", ""action"": ""Delete"", ""days_after_creation"": 348}]}",True,2024-07-20T22:52:00.842979
situation-b6651c1e,katherinehunt@yahoo.com,us-east-1b,True,,False,2023-03-25T22:52:00.843268
open-932fb01c,brookemontgomery@hotmail.com,us-east-1a,False,,True,2024-02-23T22:52:00.843542
court-d7a47d03,shawnmoore@gmail.com,us-east-1b,True,,False,2023-07-17T22:52:00.843849
popular-488fa76e,tammysimmons@bryant-mclaughlin.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-73-days"", ""action"": ""Delete"", ""days_after_creation"": 73}]}",False,2023-01-23T22:52:00.844410
fall-a6e027a4,llivingston@hotmail.com,us-east-1a,True,,True,2024-05-05T22:52:00.844614
black-cb7f1386,edwardlewis@hotmail.com,us-east-1a,False,,False,2023-11-16T22:52:00.844912
benefit-4784febe,rboyd@yahoo.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-308-days"", ""action"": ""Delete"", ""days_after_creation"": 308}]}",False,2025-03-31T22:52:00.845140
hold-7a0b25da,sabrina22@fitzgerald-rogers.com,us-east-1b,True,,True,2024-11-07T22:52:00.845665
