bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
recognize-7c78b52d,fernando39@hill.org,us-east-1a,True,"{""rules"": [{""id"": ""expire-67-days"", ""action"": ""Delete"", ""days_after_creation"": 67}]}",True,2025-03-16T22:52:01.646651
skin-675e7fc2,broberts@gmail.com,us-east-1b,False,,False,2024-03-30T22:52:01.646928
now-99c2a791,qhall@yahoo.com,us-east-1b,True,,False,2024-12-04T22:52:01.647099
also-c3b830fb,anthonymiranda@hotmail.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-323-days"", ""action"": ""Delete"", ""days_after_creation"": 323}]}",True,2023-06-17T22:52:01.647387
fill-6c14d268,robert10@james.info,us-west-2a,True,,True,2023-09-24T22:52:01.647926
year-0a0b7b01,timothy76@yahoo.com,us-east-1b,True,,True,2023-05-23T22:52:01.648087
over-6e52627b,campbellthomas@hotmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-245-days"", ""action"": ""Delete"", ""days_after_creation"": 245}]}",False,2023-11-29T22:52:01.648574
themselves-75cead44,kathryn47@yahoo.com,us-east-1a,True,,False,2025-04-11T22:52:01.648768
medical-e109a550,danielleobrien@yahoo.com,us-east-1a,False,,True,2023-12-03T22:52:01.649100
security-11ccfb53,waltersamanda@yahoo.com,us-west-2a,True,,True,2025-04-17T22:52:01.649554
room-165c7640,tglover@madden.com,us-west-2a,False,,False,2023-04-14T22:52:01.650153
smile-848de947,jennifer82@williams-gibson.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-72-days"", ""action"": ""Delete"", ""days_after_creation"": 72}]}",True,2024-04-12T22:52:01.650610
let-45cbf3d7,wallmary@yahoo.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-230-days"", ""action"": ""Delete"", ""days_after_creation"": 230}]}",True,2024-04-29T22:52:01.650913
test-96debe42,rosariosharon@hotmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-56-days"", ""action"": ""Delete"", ""days_after_creation"": 56}]}",False,2023-07-08T22:52:01.651208
lawyer-91bcc81c,gonzalezjustin@gmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-218-days"", ""action"": ""Delete"", ""days_after_creation"": 218}]}",False,2022-12-17T22:52:01.651517
your-e82b5d99,carrollamanda@hotmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-86-days"", ""action"": ""Delete"", ""days_after_creation"": 86}]}",False,2024-02-03T22:52:01.651831
responsibility-07a3c234,ubird@hotmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-114-days"", ""action"": ""Delete"", ""days_after_creation"": 114}]}",True,2023-12-14T22:52:01.652040
world-ba5a00e3,maryanderson@daniels-douglas.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-274-days"", ""action"": ""Delete"", ""days_after_creation"": 274}]}",True,2023-12-02T22:52:01.652590
fly-28f70726,steeleemily@yahoo.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-306-days"", ""action"": ""Delete"", ""days_after_creation"": 306}]}",False,2025-06-03T22:52:01.652910
candidate-6bdd4e1d,angelamathews@perez-hall.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-330-days"", ""action"": ""Delete"", ""days_after_creation"": 330}]}",False,2023-01-10T22:52:01.653467
decision-c382735f,garciachad@mercado-martin.info,us-east-1b,False,,False,2022-12-05T22:52:01.654029
available-6c2f942a,lopezalyssa@gmail.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-212-days"", ""action"": ""Delete"", ""days_after_creation"": 212}]}",False,2025-08-04T22:52:01.654307
still-625a03c5,vargasjeffrey@gmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-206-days"", ""action"": ""Delete"", ""days_after_creation"": 206}]}",False,2024-08-04T22:52:01.654607
push-dd5fc1e0,daniel92@silva-ortiz.com,us-east-1a,True,,True,2024-09-01T22:52:01.655040
information-cbca106f,julia52@gmail.com,us-east-1a,False,,False,2024-07-09T22:52:01.655229
dark-0453767e,gdixon@yahoo.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-355-days"", ""action"": ""Delete"", ""days_after_creation"": 355}]}",False,2024-12-21T22:52:01.655485
task-4a435f20,brentcole@wilkins-chavez.com,us-west-2a,True,,False,2024-02-27T22:52:01.656030
top-07a54e1e,kwallace@yahoo.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-133-days"", ""action"": ""Delete"", ""days_after_creation"": 133}]}",True,2024-06-03T22:52:01.656258
space-3232489e,griffithpaul@gmail.com,us-west-2a,False,,False,2023-06-08T22:52:01.656517
laugh-3f7dbc60,amanda60@hotmail.com,us-east-1a,True,,True,2024-04-29T22:52:01.656680
build-b61f6594,lewispamela@yahoo.com,us-west-2a,False,,True,2024-02-03T22:52:01.656909
agency-def6985a,sweeneydavid@kim-hamilton.com,us-west-2a,False,,False,2024-04-14T22:52:01.657515
become-dcc3bb91,peter34@yahoo.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-169-days"", ""action"": ""Delete"", ""days_after_creation"": 169}]}",False,2023-12-01T22:52:01.657752
daughter-a3589de4,riverawhitney@yahoo.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-58-days"", ""action"": ""Delete"", ""days_after_creation"": 58}]}",False,2023-05-28T22:52:01.658019
prevent-115151ff,monicawhitney@hotmail.com,us-west-2a,True,,False,2025-07-09T22:52:01.658322
itself-f8704cae,langbrenda@garza-nelson.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-263-days"", ""action"": ""Delete"", ""days_after_creation"": 263}]}",True,2023-06-21T22:52:01.658866
her-a2e45589,alicia90@hotmail.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-58-days"", ""action"": ""Delete"", ""days_after_creation"": 58}]}",False,2023-04-09T22:52:01.659016
civil-f7965107,miranda02@gmail.com,us-west-2a,True,,False,2024-05-22T22:52:01.659180
