bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
run-dd1d18ae,watkinsmary@yahoo.com,us-east-1a,True,,True,2023-07-02T22:51:59.961798
suggest-2fc3aa45,jacquelinefisher@carter.biz,us-east-1a,True,,True,2024-01-26T22:51:59.962530
ask-671f8eb7,karen24@hotmail.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-149-days"", ""action"": ""Delete"", ""days_after_creation"": 149}]}",True,2023-11-14T22:51:59.962908
happy-3b166fe1,elizabethkennedy@yahoo.com,us-east-1a,False,,True,2024-12-06T22:51:59.963377
get-14741e43,ymcconnell@garcia.net,us-east-1b,True,,False,2023-02-12T22:51:59.963993
seek-e1177341,tyler51@harris.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-119-days"", ""action"": ""Delete"", ""days_after_creation"": 119}]}",False,2024-12-05T22:51:59.964374
citizen-cedaafdd,kevin34@knapp.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-56-days"", ""action"": ""Delete"", ""days_after_creation"": 56}]}",False,2025-04-05T22:51:59.965012
ground-35df40d7,jenkinschristopher@gmail.com,us-west-2a,False,,False,2024-04-20T22:51:59.965476
side-d556f89e,stacy48@gmail.com,us-east-1a,False,,True,2025-05-09T22:51:59.965705
simply-680dda78,briankeller@dixon.org,us-east-1a,True,,False,2023-06-05T22:51:59.966125
maintain-b9e3d730,uwalker@gmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-170-days"", ""action"": ""Delete"", ""days_after_creation"": 170}]}",True,2024-06-13T22:51:59.966382
drop-f1c2b3cf,reynoldsjeffrey@hull-austin.com,us-east-1a,False,,True,2024-10-10T22:51:59.966922
just-b837860e,duffyanthony@long.com,us-west-2a,False,,True,2024-11-03T22:51:59.967497
take-6b46b5df,carsonandrew@zimmerman-adams.com,us-east-1a,True,,True,2024-09-10T22:51:59.968065
foreign-cb11ec53,terriyang@hotmail.com,us-east-1a,True,,False,2023-04-29T22:51:59.968385
sport-8c4a6248,craig99@hotmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-71-days"", ""action"": ""Delete"", ""days_after_creation"": 71}]}",False,2023-01-12T22:51:59.968578
anything-d0e43e6a,lynnpaul@wilson-williams.info,us-east-1a,False,"{""rules"": [{""id"": ""expire-195-days"", ""action"": ""Delete"", ""days_after_creation"": 195}]}",False,2022-11-24T22:51:59.969154
notice-b13bbd46,jgoodman@davis.net,us-east-1a,True,,True,2025-07-19T22:51:59.969618
high-7112ea99,wblair@gmail.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-180-days"", ""action"": ""Delete"", ""days_after_creation"": 180}]}",True,2024-09-11T22:51:59.969839
yard-058ebdd9,lynchvirginia@hotmail.com,us-west-2a,False,,False,2023-01-11T22:51:59.970134
view-fae98f77,andersentimothy@vargas.net,us-east-1a,True,"{""rules"": [{""id"": ""expire-197-days"", ""action"": ""Delete"", ""days_after_creation"": 197}]}",False,2024-10-13T22:51:59.970816
enter-663492f6,james35@jackson-perez.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-251-days"", ""action"": ""Delete"", ""days_after_creation"": 251}]}",False,2024-12-15T22:51:59.971258
use-c52c0fff,reynoldsmichelle@ortiz.com,us-east-1b,True,,False,2023-10-25T22:51:59.971683
lawyer-10443bfc,stephaniebeck@murphy.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-135-days"", ""action"": ""Delete"", ""days_after_creation"": 135}]}",False,2024-01-30T22:51:59.972317
cover-b6caa04c,tlee@hotmail.com,us-west-2a,False,,True,2023-09-08T22:51:59.972527
especially-ed3bb9d5,harperbrian@steele.net,us-east-1a,False,,False,2024-05-06T22:51:59.972947
head-a39d313e,jennifercarpenter@yahoo.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-314-days"", ""action"": ""Delete"", ""days_after_creation"": 314}]}",True,2024-05-22T22:51:59.973485
reason-5cf9a3b5,zhangleah@howard-johnston.com,us-east-1b,False,,True,2023-12-18T22:51:59.974067
now-233d72ed,ckim@carson-berg.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-341-days"", ""action"": ""Delete"", ""days_after_creation"": 341}]}",True,2023-01-05T22:51:59.974527
best-e81bd092,taylorlinda@yahoo.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-258-days"", ""action"": ""Delete"", ""days_after_creation"": 258}]}",True,2023-06-27T22:51:59.974874
half-b97b475f,hamiltonabigail@hotmail.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-190-days"", ""action"": ""Delete"", ""days_after_creation"": 190}]}",True,2023-07-12T22:51:59.975160
goal-0bbb5ea4,kristopher88@baker.info,us-east-1a,True,,True,2025-05-02T22:51:59.975428
race-e9d9eeed,richardgarcia@hotmail.com,us-east-1a,True,,False,2022-12-31T22:51:59.975726
learn-b45b5455,kimberlydiaz@gmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-364-days"", ""action"": ""Delete"", ""days_after_creation"": 364}]}",True,2025-05-25T22:51:59.976010
human-a078a27b,alexander15@rogers.net,us-west-2a,False,,False,2023-08-04T22:51:59.976315
company-b1a399a6,patrick36@hotmail.com,us-west-2a,True,,False,2023-08-02T22:51:59.976515
power-c87195f6,dgraves@yahoo.com,us-east-1b,False,,True,2024-05-17T22:51:59.976732
already-59afd31a,shirleybarker@reed.org,us-west-2a,True,,False,2023-08-15T22:51:59.977175
reach-f8513760,tylerlee@hotmail.com,us-west-2a,False,,True,2025-02-01T22:51:59.977552
time-a2285e4d,mannjoseph@dixon-massey.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-144-days"", ""action"": ""Delete"", ""days_after_creation"": 144}]}",True,2024-12-12T22:51:59.978123
someone-661d3176,rebeccasmith@gmail.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-270-days"", ""action"": ""Delete"", ""days_after_creation"": 270}]}",True,2025-05-31T22:51:59.978727
federal-79119453,jason37@gmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-100-days"", ""action"": ""Delete"", ""days_after_creation"": 100}]}",False,2024-03-17T22:51:59.979026
collection-61ccf4f5,perezraymond@hotmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-344-days"", ""action"": ""Delete"", ""days_after_creation"": 344}]}",True,2023-10-27T22:51:59.979493
develop-3140c8ae,halllori@howard.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-291-days"", ""action"": ""Delete"", ""days_after_creation"": 291}]}",False,2023-11-12T22:51:59.980235
future-bf6cadb5,tayloroliver@morrison.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-79-days"", ""action"": ""Delete"", ""days_after_creation"": 79}]}",False,2023-08-31T22:51:59.980925
conference-f989d280,jjones@yahoo.com,us-east-1a,False,,False,2025-03-01T22:51:59.981197
