bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
minute-26ce99c0,srice@spencer.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-175-days"", ""action"": ""Delete"", ""days_after_creation"": 175}]}",True,2022-11-30T22:51:59.472786
necessary-b92a65f8,cindyfrank@mason.com,us-east-1a,True,,False,2023-06-23T22:51:59.473460
between-57ad1f4c,tami42@johnson.biz,us-east-1a,True,"{""rules"": [{""id"": ""expire-271-days"", ""action"": ""Delete"", ""days_after_creation"": 271}]}",False,2024-01-08T22:51:59.474276
above-13b67fcd,xmarsh@lewis.biz,us-east-1a,False,,True,2023-05-17T22:51:59.474895
different-d9905575,bauerdebra@sosa-holt.com,us-east-1a,False,,True,2024-04-21T22:51:59.475447
age-1dd2dbc9,nelliott@yahoo.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-187-days"", ""action"": ""Delete"", ""days_after_creation"": 187}]}",True,2022-12-24T22:51:59.475659
final-7e804051,simpsontommy@harris.com,us-east-1a,False,,False,2024-04-11T22:51:59.476337
tax-b8353da2,mosleyjason@delgado.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-212-days"", ""action"": ""Delete"", ""days_after_creation"": 212}]}",True,2024-10-03T22:51:59.476743
kid-5f02cf23,anthony79@gmail.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-251-days"", ""action"": ""Delete"", ""days_after_creation"": 251}]}",True,2024-10-29T22:51:59.476932
important-3f80e354,hrojas@hotmail.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-56-days"", ""action"": ""Delete"", ""days_after_creation"": 56}]}",True,2024-08-13T22:51:59.477241
front-4e830833,brenda56@gmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-183-days"", ""action"": ""Delete"", ""days_after_creation"": 183}]}",True,2023-04-26T22:51:59.477662
subject-0ae1d774,pamelaramirez@yahoo.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-196-days"", ""action"": ""Delete"", ""days_after_creation"": 196}]}",False,2024-12-03T22:51:59.478105
second-47d4f6d9,scolon@gmail.com,us-east-1a,True,,True,2025-04-27T22:51:59.478398
partner-a7f812ca,williamsruth@gmail.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-330-days"", ""action"": ""Delete"", ""days_after_creation"": 330}]}",False,2023-03-30T22:51:59.478845
become-b62c0e0a,markkrueger@martinez.biz,us-west-2a,False,"{""rules"": [{""id"": ""expire-168-days"", ""action"": ""Delete"", ""days_after_creation"": 168}]}",True,2023-01-14T22:51:59.479850
sport-3cded10d,adam02@hotmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-270-days"", ""action"": ""Delete"", ""days_after_creation"": 270}]}",True,2024-11-06T22:51:59.480115
these-37abe4db,dawnjones@gmail.com,us-east-1a,True,,True,2023-06-28T22:51:59.480539
stay-852ca8ec,katie19@cook-hudson.com,us-east-1b,True,,False,2024-05-06T22:51:59.481151
into-dfa58901,bsanford@carr.biz,us-west-2a,True,,False,2024-08-20T22:51:59.482038
police-7b2965c5,olivia08@yahoo.com,us-east-1a,False,,True,2025-03-29T22:51:59.482293
head-f7625cee,gcasey@gmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-236-days"", ""action"": ""Delete"", ""days_after_creation"": 236}]}",True,2025-03-18T22:51:59.482602
miss-06546bef,hughesrichard@jimenez.com,us-east-1a,True,,True,2024-08-24T22:51:59.483210
special-8f9aabfb,shelbysmith@norton.info,us-east-1a,True,,True,2023-08-05T22:51:59.484175
medical-7e81570f,scottwilson@hotmail.com,us-east-1b,False,,False,2024-07-30T22:51:59.484577
easy-c6d18ab4,leahwhite@yahoo.com,us-east-1a,True,,False,2024-08-12T22:51:59.484957
forget-f8bfebc6,oford@hotmail.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-82-days"", ""action"": ""Delete"", ""days_after_creation"": 82}]}",True,2024-01-26T22:51:59.485226
smile-a434e87c,wcosta@yahoo.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-249-days"", ""action"": ""Delete"", ""days_after_creation"": 249}]}",True,2023-06-26T22:51:59.485504
food-04e12f44,tammydean@decker.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-200-days"", ""action"": ""Delete"", ""days_after_creation"": 200}]}",True,2024-07-13T22:51:59.486072
red-fcb96f35,schultzaaron@hotmail.com,us-east-1b,True,,False,2022-12-19T22:51:59.486444
southern-66df4f79,nicole12@cuevas.com,us-east-1b,True,,True,2023-04-27T22:51:59.487268
feel-6a4cc0e1,alfredtorres@walsh.com,us-west-2a,False,,True,2023-04-16T22:51:59.488282
nice-e8657186,martinezamanda@mcmillan.com,us-east-1b,False,,False,2025-03-05T22:51:59.488913
or-6b5cdaa7,mbonilla@yahoo.com,us-west-2a,False,,True,2024-03-16T22:51:59.489206
doctor-a83c7336,michaelmartin@johnson.org,us-east-1b,False,"{""rules"": [{""id"": ""expire-152-days"", ""action"": ""Delete"", ""days_after_creation"": 152}]}",False,2024-09-24T22:51:59.490008
Republican-166150d7,kevinschneider@curtis-brown.info,us-west-2a,False,"{""rules"": [{""id"": ""expire-139-days"", ""action"": ""Delete"", ""days_after_creation"": 139}]}",True,2024-12-10T22:51:59.490838
box-2d6d4c87,robinshepherd@hotmail.com,us-west-2a,True,,True,2023-10-24T22:51:59.491257
fall-b0d486e2,lturner@calhoun.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-318-days"", ""action"": ""Delete"", ""days_after_creation"": 318}]}",False,2023-09-24T22:51:59.491755
stand-82ff33f3,michael01@hotmail.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-255-days"", ""action"": ""Delete"", ""days_after_creation"": 255}]}",False,2023-01-24T22:51:59.491998
entire-7b0cbdf1,gtaylor@hotmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-88-days"", ""action"": ""Delete"", ""days_after_creation"": 88}]}",True,2024-02-08T22:51:59.492306
fight-f64d36de,mpotts@shah.com,us-east-1a,False,,False,2024-06-09T22:51:59.493162
