bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
time-deaa513d,castrorobert@newton.org,us-west-2a,False,"{""rules"": [{""id"": ""expire-211-days"", ""action"": ""Delete"", ""days_after_creation"": 211}]}",True,2023-03-30T22:52:01.827892
arm-58339011,juliereed@rodriguez.net,us-west-2a,True,"{""rules"": [{""id"": ""expire-332-days"", ""action"": ""Delete"", ""days_after_creation"": 332}]}",True,2023-04-26T22:52:01.828583
be-1fc498e8,hking@gmail.com,us-east-1a,False,,False,2025-04-10T22:52:01.829059
education-4f978fb0,leah82@hotmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-289-days"", ""action"": ""Delete"", ""days_after_creation"": 289}]}",False,2024-06-02T22:52:01.829533
require-4d87bdd7,jonathanjohnson@hotmail.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-241-days"", ""action"": ""Delete"", ""days_after_creation"": 241}]}",False,2023-12-10T22:52:01.830057
gun-478cdbea,delacruzjose@hotmail.com,us-west-2a,False,,True,2025-04-14T22:52:01.830562
hotel-4f748565,mcfarlandcarolyn@elliott.net,us-west-2a,False,,False,2024-02-09T22:52:01.831198
ago-2c45b966,hkey@hotmail.com,us-east-1b,True,,True,2025-01-29T22:52:01.831509
board-7a02a097,chelsea08@yahoo.com,us-west-2a,False,,False,2024-05-07T22:52:01.831766
understand-74b4458c,james70@gardner.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-120-days"", ""action"": ""Delete"", ""days_after_creation"": 120}]}",False,2025-01-18T22:52:01.832656
some-89c0c708,weissrichard@hotmail.com,us-east-1b,True,,True,2023-03-30T22:52:01.833115
when-3475e30b,james86@hotmail.com,us-west-2a,True,,True,2025-03-29T22:52:01.833383
issue-84348246,justinmorris@yahoo.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-249-days"", ""action"": ""Delete"", ""days_after_creation"": 249}]}",True,2022-12-20T22:52:01.833835
edge-4e3f8a26,james57@hamilton.com,us-east-1a,False,"{""rules"": [{""id"": ""expire-211-days"", ""action"": ""Delete"", ""days_after_creation"": 211}]}",True,2024-08-03T22:52:01.834437
name-92e1c93c,hughesryan@maldonado.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-292-days"", ""action"": ""Delete"", ""days_after_creation"": 292}]}",True,2024-08-23T22:52:01.834846
pressure-3c4ff578,qfox@wood-thomas.org,us-west-2a,False,,False,2025-05-31T22:52:01.835280
need-190a75ac,iward@gmail.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-349-days"", ""action"": ""Delete"", ""days_after_creation"": 349}]}",False,2024-04-22T22:52:01.835509
big-634570a5,william41@yahoo.com,us-east-1b,False,,False,2023-05-08T22:52:01.835672
rest-9511b536,emartin@yahoo.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-54-days"", ""action"": ""Delete"", ""days_after_creation"": 54}]}",True,2024-05-23T22:52:01.835851
without-091c2168,stephaniemendoza@hotmail.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-364-days"", ""action"": ""Delete"", ""days_after_creation"": 364}]}",True,2024-01-15T22:52:01.836132
score-be0079f4,pmoore@yahoo.com,us-east-1a,True,,True,2023-06-23T22:52:01.836309
