bucket_name,owner_principal,availability_zone,versioning_enabled,lifecycle_policy,audit_logging_enabled,created_at
purpose-46685257,donaldgarcia@mcclain.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-155-days"", ""action"": ""Delete"", ""days_after_creation"": 60}]}",False,2023-10-18T04:45:57
discover-06cb0fb3,lrobinson@pacheco-smith.com,us-east-1b,True,"{""rules"": [{""id"": ""expire-332-days"", ""action"": ""Delete"", ""days_after_creation"": 180}]}",True,2025-01-29T16:25:17
knowledge-371ecd7b,daviscolin@yahoo.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-141-days"", ""action"": ""Delete"", ""days_after_creation"": 60}]}",True,2024-11-17T08:25:44
everything-759cde66,smiller@montgomery.com,eu-central-1a,True,"{""rules"": [{""id"": ""expire-362-days"", ""action"": ""Delete"", ""days_after_creation"": 365}]}",True,2023-09-11T00:23:18
recently-fc377a4c,michellejames@reid-diaz.com,us-west-2b,True,"{""rules"": [{""id"": ""expire-331-days"", ""action"": ""Delete"", ""days_after_creation"": 90}]}",False,2024-05-08T08:53:09
determine-efc89849,amandasanchez@gray-mayo.net,us-east-1a,True,"{""rules"": [{""id"": ""expire-204-days"", ""action"": ""Delete"", ""days_after_creation"": 90}]}",False,2024-01-24T00:05:00
reveal-c6a7ee39,lydiatrujillo@adams-clark.org,us-east-1b,True,"{""rules"": [{""id"": ""expire-82-days"", ""action"": ""Delete"", ""days_after_creation"": 30}]}",False,2025-06-17T02:50:11
serious-7fcd9eb1,ithomas@gmail.com,us-west-2b,True,"{""rules"": [{""id"": ""expire-206-days"", ""action"": ""Delete"", ""days_after_creation"": 365}]}",False,2025-03-07T01:45:40
option-95a76d79,icox@hotmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-304-days"", ""action"": ""Delete"", ""days_after_creation"": 30}]}",False,2024-08-23T17:57:43
benefit-1c11f735,laurahenderson@cruz.info,us-west-2b,True,"{""rules"": [{""id"": ""expire-351-days"", ""action"": ""Delete"", ""days_after_creation"": 365}]}",False,2024-09-20T09:33:58
enter-f143262f,maldonadoamanda@mack-peterson.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-53-days"", ""action"": ""Delete"", ""days_after_creation"": 60}]}",True,2024-07-09T02:46:18
coach-b8db0672,williamrodriguez@hotmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-81-days"", ""action"": ""Delete"", ""days_after_creation"": 180}]}",True,2024-03-25T05:34:26
thought-32ebd689,kathryn88@george.com,us-west-2a,False,"{""rules"": [{""id"": ""expire-113-days"", ""action"": ""Delete"", ""days_after_creation"": 90}]}",False,2023-11-01T07:31:31
woman-d4e80839,brianhumphrey@gmail.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-361-days"", ""action"": ""Delete"", ""days_after_creation"": 30}]}",False,2023-10-11T22:51:21
sign-fa5d3100,donnaarroyo@baker.biz,eu-central-1a,True,"{""rules"": [{""id"": ""expire-113-days"", ""action"": ""Delete"", ""days_after_creation"": 180}]}",True,2024-01-17T22:21:52
woman-b09b2a5c,raymond57@hayes.com,us-west-2b,False,"{""rules"": [{""id"": ""expire-196-days"", ""action"": ""Delete"", ""days_after_creation"": 30}]}",True,2024-11-05T09:01:45
once-01d74256,perezrebecca@jones-young.info,us-east-1b,True,"{""rules"": [{""id"": ""expire-235-days"", ""action"": ""Delete"", ""days_after_creation"": 90}]}",False,2024-01-19T19:49:24
notice-e1e3db63,kristenaguirre@gmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-138-days"", ""action"": ""Delete"", ""days_after_creation"": 180}]}",False,2023-10-18T16:31:13
bill-6c6fa611,dshields@hotmail.com,us-west-2b,False,"{""rules"": [{""id"": ""expire-165-days"", ""action"": ""Delete"", ""days_after_creation"": 60}]}",True,2024-12-25T23:27:11
race-ba6c34ab,wrightjames@yahoo.com,us-east-1b,False,"{""rules"": [{""id"": ""expire-328-days"", ""action"": ""Delete"", ""days_after_creation"": 180}]}",False,2023-11-23T07:20:50
knowledge-3ff350bf,jmorton@williams.com,us-west-2a,True,"{""rules"": [{""id"": ""expire-290-days"", ""action"": ""Delete"", ""days_after_creation"": 180}]}",True,2023-10-17T20:42:14
with-2a935d62,zolson@gmail.com,us-east-1a,True,"{""rules"": [{""id"": ""expire-108-days"", ""action"": ""Delete"", ""days_after_creation"": 60}]}",True,2023-12-12T07:13:06
hundred-43e458fc,rodney87@gmail.com,us-west-2b,True,"{""rules"": [{""id"": ""expire-225-days"", ""action"": ""Delete"", ""days_after_creation"": 365}]}",False,2023-12-31T22:06:46
fine-944528c0,brian97@calhoun.net,us-west-2b,False,"{""rules"": [{""id"": ""expire-88-days"", ""action"": ""Delete"", ""days_after_creation"": 365}]}",True,2023-10-07T15:32:45
today-1165e210,kwilson@riley.org,us-west-2a,False,"{""rules"": [{""id"": ""expire-180-days"", ""action"": ""Delete"", ""days_after_creation"": 180}]}",True,2023-10-09T02:26:29
